respondent_id,survey_year,age,gender,country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
4513,2020,31,Male,United States,No,Yes,No,Rarely,6-25,No,Yes,No,Yes,Don't know,Yes,Yes,Don't know,No,Maybe,Some of them,Some of them,Maybe,Yes,Yes,No,Stigma is still a major issue in my workplace.
4514,2019,41,Female,Ireland,No,No,No,Often,100-500,No,Yes,Yes,Yes,Yes,Yes,No,Very easy,Maybe,No,Some of them,Some of them,No,Maybe,Yes,Yes,Management needs training on mental health.
4515,2024,33,Male,United States,No,No,No,Never,1-5,Yes,Yes,Don't know,Yes,No,No,Yes,Somewhat easy,Maybe,Yes,Yes,No,No,No,Yes,Yes,Open conversations help reduce stigma.
4516,2021,22,Female,United States,No,No,Yes,Sometimes,100-500,No,Yes,Don't know,Don't know,Don't know,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Yes,Yes,No,
4517,2022,26,Male,United States,No,Yes,Yes,Sometimes,100-500,Yes,No,Don't know,No,Yes,No,Yes,Very easy,No,Maybe,Some of them,No,No,No,Don't know,No,Better awareness programs needed.
4518,2019,35,Male,United States,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Don't know,No,No,Somewhat easy,No,Yes,Some of them,Yes,No,Yes,Don't know,No,Leadership support makes all the difference.
4519,2024,29,Male,United Kingdom,No,Yes,Yes,Never,6-25,No,Yes,Yes,Yes,Yes,Don't know,No,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,No,No,HR resources are available but rarely used.
4520,2022,35,Female,United States,Yes,No,Yes,Rarely,1-5,Yes,Yes,Yes,Don't know,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Maybe,No,Yes,Stigma is still a major issue in my workplace.
4521,2020,34,Male,Germany,No,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Some of them,No,No,No,No,No,Anonymous reporting would increase participation.
4522,2022,36,Male,United States,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes,No,Yes,Don't know,Don't know,Yes,No,No,Some of them,Maybe,Maybe,Don't know,No,Stigma is still a major issue in my workplace.
4523,2022,23,Non-binary,Canada,No,No,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know,No,Leadership support makes all the difference.
4524,2024,40,Male,Canada,Yes,No,No,Never,500-1000,No,No,Yes,Don't know,Yes,Don't know,No,Don't know,No,Yes,Yes,No,Maybe,No,Don't know,No,
4525,2024,19,Female,United States,No,Yes,Yes,Rarely,26-100,No,Yes,Don't know,No,No,Don't know,Yes,Somewhat difficult,Maybe,No,No,Yes,No,No,Don't know,Yes,We have EAP but nobody talks about it.
4526,2024,26,Male,United States,No,No,Yes,Often,100-500,Yes,Yes,Yes,Don't know,Don't know,Yes,Yes,Somewhat difficult,Yes,Maybe,No,Yes,No,Yes,Yes,No,
4527,2022,28,Male,United States,No,No,No,Often,6-25,Yes,Yes,No,No,Yes,Yes,No,Don't know,Maybe,No,Yes,Yes,Maybe,Yes,No,No,
4528,2020,20,Male,United States,No,No,No,Often,500-1000,Yes,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,No,Maybe,Some of them,No,Maybe,Yes,Yes,No,Stigma is still a major issue in my workplace.
4529,2023,37,Male,United States,No,Yes,Yes,Often,100-500,No,Yes,Don't know,Don't know,Yes,Yes,No,Somewhat easy,No,No,No,Some of them,No,No,Yes,No,More anonymous support options would help.
4530,2023,27,Male,United States,No,No,No,Rarely,26-100,Yes,No,Don't know,No,Don't know,No,No,Don't know,Maybe,Yes,No,Yes,Maybe,No,Yes,No,Glad to see more companies taking this seriously.
4531,2019,23,Female,France,No,No,No,Rarely,500-1000,Yes,No,No,Don't know,No,Yes,Yes,Don't know,No,Maybe,No,No,Yes,Yes,Yes,No,More anonymous support options would help.
4532,2021,28,Male,United States,No,No,No,Never,26-100,No,Yes,No,Don't know,Don't know,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Don't know,No,
4533,2019,30,Female,United States,No,No,Yes,Often,100-500,Yes,No,Yes,Yes,Yes,No,Don't know,Don't know,Maybe,Yes,Some of them,No,Maybe,Maybe,Don't know,No,Open conversations help reduce stigma.
4534,2021,23,Male,United Kingdom,No,No,No,Rarely,500-1000,No,Yes,No,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,No,Some of them,Maybe,No,Don't know,No,Leadership support makes all the difference.
4535,2024,35,Male,United Kingdom,Yes,Yes,Yes,Never,1-5,No,No,No,No,No,No,Yes,Somewhat easy,Maybe,No,No,No,Maybe,No,Yes,No,Anonymous reporting would increase participation.
4536,2024,24,Male,United States,No,No,No,Sometimes,500-1000,Yes,Yes,Don't know,Yes,Don't know,Don't know,No,Somewhat easy,No,No,Some of them,No,No,Maybe,No,No,
4537,2019,28,Other / Prefer not to say,United States,No,No,No,Never,More than 1000,Yes,No,Yes,Yes,Yes,Don't know,No,Somewhat difficult,No,No,No,Yes,No,No,Don't know,No,Glad to see more companies taking this seriously.
4538,2022,26,Female,United Kingdom,No,No,Yes,Rarely,26-100,Yes,Yes,No,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,Yes,No,Yes,No,
4539,2019,24,Male,United States,No,Yes,No,Sometimes,500-1000,No,No,Yes,No,Yes,Yes,Don't know,Somewhat easy,No,No,No,No,Maybe,Yes,No,No,Stigma is still a major issue in my workplace.
4540,2022,20,Male,Other,No,No,No,Never,6-25,Yes,Yes,Yes,Don't know,No,No,Don't know,Somewhat easy,Maybe,No,Yes,No,Maybe,No,Don't know,No,
4541,2024,32,Male,Australia,No,No,No,Rarely,6-25,Yes,No,Don't know,Don't know,No,No,No,Very easy,Yes,No,No,No,No,No,Yes,No,Open conversations help reduce stigma.
4542,2023,23,Male,United Kingdom,No,No,Yes,Never,1-5,No,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,No,Maybe,No,No,No,No,Don't know,No,
4543,2024,22,Male,Canada,No,No,Yes,Sometimes,26-100,Yes,Yes,No,Don't know,No,Don't know,Don't know,Somewhat difficult,Yes,No,Some of them,Yes,No,Yes,Don't know,No,More anonymous support options would help.
4544,2019,18,Male,United States,No,No,Yes,Rarely,100-500,Yes,Yes,No,No,Don't know,No,Yes,Very easy,Maybe,No,Some of them,Yes,No,No,Yes,No,Stigma is still a major issue in my workplace.
4545,2021,26,Male,India,No,Yes,No,Never,100-500,No,No,No,Yes,Yes,Yes,Don't know,Very difficult,Yes,No,Yes,Yes,No,No,No,No,Better awareness programs needed.
4546,2019,25,Male,Other,No,No,Yes,Rarely,26-100,No,Yes,Don't know,Don't know,Yes,No,No,Don't know,No,No,Yes,Yes,Maybe,No,Don't know,No,HR resources are available but rarely used.
4547,2021,30,Male,Australia,No,No,Yes,Rarely,6-25,Yes,Yes,Yes,Don't know,No,No,Don't know,Don't know,Maybe,No,No,Some of them,No,No,Yes,No,
4548,2024,30,Male,Sweden,No,No,Yes,Rarely,500-1000,No,Yes,Yes,Yes,No,Yes,Don't know,Somewhat difficult,Maybe,No,Yes,No,Maybe,No,Yes,No,
4549,2022,42,Male,United Kingdom,No,No,No,Rarely,100-500,No,Yes,No,Yes,Don't know,Yes,Yes,Don't know,No,No,Yes,No,Maybe,No,No,Yes,
4550,2023,24,Male,Other,No,No,No,Rarely,26-100,No,Yes,Yes,No,Yes,Don't know,Don't know,Somewhat easy,No,No,Some of them,No,Yes,Maybe,Don't know,Yes,
4551,2019,31,Male,Australia,Yes,Yes,Yes,Sometimes,100-500,No,No,Don't know,Yes,No,Yes,Don't know,Somewhat easy,Yes,Maybe,No,Some of them,No,No,Don't know,No,Anonymous reporting would increase participation.
4552,2024,19,Male,United States,No,No,Yes,Sometimes,1-5,Yes,Yes,Don't know,Don't know,Don't know,No,Don't know,Don't know,Yes,No,Some of them,Yes,No,Yes,Don't know,Yes,We have EAP but nobody talks about it.
4553,2020,18,Male,Canada,No,No,Yes,Sometimes,100-500,No,No,Yes,No,Yes,Yes,Don't know,Somewhat easy,No,No,No,Yes,No,No,Yes,No,HR resources are available but rarely used.
4554,2019,32,Female,United States,No,Yes,No,Rarely,500-1000,No,No,Yes,Yes,Yes,Don't know,Don't know,Don't know,No,No,Some of them,No,Yes,No,Don't know,No,Leadership support makes all the difference.
4555,2021,27,Male,Canada,Yes,No,No,Rarely,1-5,Yes,Yes,Don't know,No,Don't know,Yes,Don't know,Very difficult,No,No,No,Some of them,No,Yes,No,No,Stigma is still a major issue in my workplace.
4556,2022,34,Male,Australia,No,No,No,Often,500-1000,No,Yes,Yes,Yes,No,Yes,Don't know,Don't know,No,No,Yes,Some of them,Yes,No,Don't know,No,Open conversations help reduce stigma.
4557,2021,23,Male,Brazil,No,Yes,Yes,Often,26-100,No,No,Yes,Don't know,No,No,No,Somewhat difficult,Yes,No,Yes,Yes,Maybe,Maybe,Yes,No,
4558,2023,45,Male,Germany,No,No,No,Never,100-500,Yes,No,Don't know,Yes,Yes,Don't know,Yes,Somewhat easy,No,No,Some of them,No,No,No,No,No,Burnout is rampant in my team.
4559,2024,19,Male,Other,No,No,Yes,Often,100-500,Yes,Yes,Yes,Don't know,Don't know,No,Yes,Somewhat difficult,Maybe,No,Yes,Yes,No,No,Don't know,No,We have EAP but nobody talks about it.
4560,2023,18,Female,United States,No,Yes,Yes,Never,6-25,No,Yes,Don't know,No,Yes,No,Don't know,Somewhat difficult,No,No,No,Yes,No,No,Yes,Yes,Management needs training on mental health.
4561,2022,34,Male,Germany,Yes,No,Yes,Rarely,6-25,No,Yes,No,No,No,Don't know,No,Don't know,Yes,No,Some of them,Some of them,Maybe,No,Yes,Yes,Leadership support makes all the difference.
4562,2021,40,Male,United States,No,No,Yes,Rarely,100-500,No,Yes,Yes,Don't know,No,Yes,Yes,Somewhat easy,Maybe,No,No,No,No,No,Yes,No,We have EAP but nobody talks about it.
4563,2023,28,Female,United States,No,No,Yes,Sometimes,26-100,No,No,Yes,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,No,Maybe,No,No,No,Anonymous reporting would increase participation.
4564,2023,26,Male,Canada,No,Yes,No,Often,26-100,Yes,Yes,No,No,Yes,Don't know,Don't know,Somewhat difficult,No,No,Some of them,No,Yes,Maybe,Yes,No,Open conversations help reduce stigma.
4565,2024,25,Female,Canada,No,Yes,No,Never,6-25,No,No,Don't know,Yes,No,No,Don't know,Somewhat difficult,No,Maybe,Some of them,Yes,Maybe,No,Don't know,No,We have EAP but nobody talks about it.
4566,2023,18,Male,United States,No,No,Yes,Rarely,500-1000,Yes,No,No,Yes,Yes,Don't know,No,Don't know,Yes,No,Yes,Some of them,No,Yes,Don't know,No,Management needs training on mental health.
4567,2019,34,Male,United States,No,Yes,No,Often,100-500,Yes,No,Yes,Yes,No,Don't know,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,No,No,Don't know,No,We have EAP but nobody talks about it.
4568,2022,36,Male,United States,No,No,Yes,Sometimes,1-5,Yes,No,Don't know,Don't know,Yes,No,Don't know,Don't know,No,No,No,Yes,No,No,No,No,Open conversations help reduce stigma.
4569,2023,30,Male,United States,No,No,No,Never,100-500,No,Yes,No,Yes,No,Yes,Don't know,Somewhat easy,No,No,Yes,Some of them,No,Maybe,No,No,Management needs training on mental health.
4570,2023,44,Male,United States,No,No,Yes,Sometimes,More than 1000,Yes,Yes,Yes,Yes,No,Yes,Don't know,Somewhat easy,No,No,Yes,Some of them,Maybe,Maybe,Don't know,No,Better awareness programs needed.
4571,2019,34,Female,United Kingdom,No,No,No,Often,500-1000,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,No,No,No,Yes,No,No,Yes,No,Glad to see more companies taking this seriously.
4572,2020,19,Male,United Kingdom,No,No,Yes,Rarely,More than 1000,Yes,Yes,Yes,No,Yes,Yes,No,Somewhat easy,Yes,No,No,Yes,No,Maybe,Yes,Yes,
4573,2019,28,Other / Prefer not to say,United States,No,No,No,Rarely,More than 1000,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,No,No,No,Yes,No,No,Remote work has been a double-edged sword.
4574,2024,23,Male,Germany,No,No,Yes,Often,6-25,Yes,No,No,Don't know,Yes,No,Yes,Somewhat difficult,Yes,No,Yes,No,No,Maybe,Don't know,No,
4575,2019,21,Female,Other,No,No,No,Rarely,100-500,No,No,Yes,Don't know,Yes,Yes,No,Somewhat difficult,Maybe,No,Yes,No,No,Maybe,Yes,No,
4576,2023,21,Female,United States,No,No,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,Don't know,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,Yes,More anonymous support options would help.
4577,2022,28,Male,Canada,No,No,Yes,Sometimes,26-100,Yes,Yes,Yes,No,No,No,No,Somewhat difficult,No,No,No,Some of them,No,Maybe,Don't know,Yes,HR resources are available but rarely used.
4578,2023,39,Male,Canada,No,No,No,Rarely,500-1000,Yes,Yes,Don't know,No,No,Don't know,Yes,Don't know,No,Yes,No,No,No,Yes,Yes,No,
4579,2024,25,Male,United States,No,No,Yes,Often,More than 1000,Yes,No,No,Don't know,Don't know,Yes,Don't know,Somewhat difficult,No,No,No,Yes,No,No,No,No,Open conversations help reduce stigma.
4580,2019,24,Female,United States,No,No,No,Rarely,6-25,No,Yes,Yes,No,No,Don't know,Don't know,Very easy,Maybe,No,Yes,No,Yes,Maybe,Don't know,No,Burnout is rampant in my team.
4581,2024,38,Non-binary,Australia,No,No,Yes,Never,6-25,Yes,Yes,Don't know,Don't know,Don't know,No,Yes,Very difficult,No,No,Some of them,Some of them,No,No,Yes,No,Remote work has been a double-edged sword.
4582,2024,39,Non-binary,United States,No,No,No,Never,More than 1000,No,No,Yes,No,Yes,Yes,No,Very easy,No,Maybe,Yes,No,Yes,Maybe,Yes,No,HR resources are available but rarely used.
4583,2019,32,Male,Sweden,No,Yes,Yes,Often,100-500,No,Yes,Yes,Yes,Don't know,No,Yes,Somewhat difficult,Yes,No,Yes,No,No,Maybe,No,No,
4584,2020,24,Female,United States,No,No,Yes,Never,100-500,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,No,No,No,Burnout is rampant in my team.
4585,2021,22,Male,United States,No,Yes,No,Often,26-100,No,Yes,No,No,No,No,Yes,Very difficult,No,Yes,No,Yes,Maybe,Maybe,Don't know,No,
4586,2022,26,Male,Netherlands,No,Yes,No,Never,More than 1000,Yes,No,No,Don't know,Don't know,Yes,Yes,Don't know,No,Yes,No,Yes,No,Yes,No,Yes,Glad to see more companies taking this seriously.
4587,2021,40,Non-binary,United Kingdom,No,No,Yes,Sometimes,More than 1000,Yes,No,Yes,Yes,Don't know,Yes,Yes,Very difficult,Yes,No,Some of them,No,Yes,No,Don't know,No,We have EAP but nobody talks about it.
4588,2022,22,Male,Germany,Yes,Yes,Yes,Often,26-100,Yes,Yes,Yes,Don't know,Yes,Don't know,Don't know,Somewhat difficult,No,Yes,No,Some of them,Maybe,Yes,No,No,More anonymous support options would help.
4589,2022,23,Female,Germany,No,No,No,Never,6-25,Yes,Yes,Yes,No,No,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,Some of them,No,No,No,No,
4590,2024,33,Male,United Kingdom,No,Yes,Yes,Often,100-500,Yes,Yes,Yes,Yes,No,Yes,Don't know,Somewhat difficult,No,Yes,No,No,Maybe,No,No,No,Burnout is rampant in my team.
4591,2022,53,Male,United Kingdom,No,Yes,No,Often,100-500,Yes,Yes,No,No,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Yes,Yes,No,Yes,Don't know,Yes,
4592,2020,25,Male,France,No,No,No,Never,100-500,No,No,No,Don't know,Yes,Don't know,Yes,Somewhat difficult,Yes,No,No,No,No,No,Don't know,No,HR resources are available but rarely used.
4593,2021,18,Female,United States,No,No,Yes,Often,100-500,Yes,Yes,No,Don't know,Yes,Yes,Don't know,Somewhat difficult,Yes,No,Some of them,No,Maybe,Maybe,Yes,Yes,Anonymous reporting would increase participation.
4594,2024,31,Female,Netherlands,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,Don't know,No,Yes,Don't know,Yes,Maybe,No,Some of them,Yes,No,Yes,No,
4595,2023,26,Male,United Kingdom,Yes,No,Yes,Rarely,More than 1000,Yes,No,No,Don't know,Yes,Yes,Yes,Don't know,No,No,No,No,No,Maybe,Don't know,No,Stigma is still a major issue in my workplace.
4596,2019,28,Male,Canada,No,Yes,Yes,Sometimes,26-100,No,Yes,No,No,No,Don't know,No,Somewhat easy,Maybe,No,Yes,No,Maybe,No,No,No,
4597,2019,25,Male,Netherlands,Yes,No,No,Rarely,100-500,Yes,No,Yes,Yes,No,Don't know,Don't know,Don't know,Yes,Maybe,No,Yes,Maybe,No,Don't know,No,
4598,2020,42,Other / Prefer not to say,Netherlands,No,No,No,Often,6-25,Yes,Yes,Don't know,No,Don't know,No,No,Somewhat easy,Maybe,No,Yes,No,No,Yes,No,Yes,
4599,2024,26,Female,Other,No,Yes,Yes,Often,500-1000,Yes,Yes,Yes,No,Yes,Yes,Don't know,Very easy,Yes,No,No,Yes,Yes,Maybe,Don't know,No,
4600,2021,40,Female,United States,No,Yes,Yes,Often,More than 1000,Yes,Yes,Yes,No,Yes,Yes,Don't know,Somewhat difficult,Maybe,Yes,Yes,Some of them,No,No,No,No,HR resources are available but rarely used.
4601,2022,36,Female,United States,No,Yes,Yes,Often,1-5,Yes,Yes,Yes,Don't know,Don't know,Yes,Don't know,Don't know,No,Maybe,Yes,No,No,Yes,No,No,
4602,2020,33,Male,United Kingdom,No,No,No,Rarely,6-25,No,Yes,Yes,Yes,Yes,No,Yes,Very easy,No,No,Yes,No,Yes,No,Don't know,No,
4603,2021,30,Male,United States,Yes,No,Yes,Sometimes,26-100,No,No,Don't know,No,No,No,Yes,Somewhat difficult,Yes,No,No,Yes,Maybe,Yes,Don't know,No,HR resources are available but rarely used.
4604,2023,38,Male,Germany,No,Yes,Yes,Sometimes,More than 1000,Yes,No,Don't know,Yes,Yes,Don't know,Don't know,Somewhat easy,Yes,No,No,No,No,Yes,Yes,No,
4605,2022,25,Male,United States,Yes,No,No,Never,6-25,Yes,Yes,Yes,No,Yes,Don't know,No,Don't know,Yes,Maybe,Some of them,Yes,Maybe,Yes,No,Yes,
4606,2024,26,Male,Other,No,No,No,Often,1-5,No,Yes,Don't know,Don't know,Don't know,No,Don't know,Somewhat difficult,No,No,No,No,No,No,Yes,No,
4607,2021,21,Male,Germany,Yes,No,Yes,Sometimes,1-5,Yes,Yes,No,Don't know,Yes,Yes,Don't know,Somewhat easy,No,No,No,Yes,No,No,No,No,
4608,2024,23,Male,Other,No,No,No,Often,100-500,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,
4609,2023,44,Non-binary,United States,No,No,Yes,Sometimes,More than 1000,Yes,Yes,Don't know,Don't know,Yes,Yes,Don't know,Somewhat difficult,Yes,No,Some of them,No,Maybe,No,No,No,HR resources are available but rarely used.
4610,2024,32,Male,United Kingdom,No,No,No,Sometimes,6-25,No,No,No,No,Yes,Don't know,No,Very difficult,No,Yes,No,Yes,Maybe,No,No,No,
4611,2021,46,Male,United Kingdom,No,No,No,Rarely,26-100,No,Yes,Don't know,No,No,No,No,Very easy,No,No,Yes,Some of them,No,Yes,Don't know,No,We have EAP but nobody talks about it.
4612,2020,25,Male,United States,No,No,Yes,Often,100-500,No,Yes,Don't know,No,Yes,No,Yes,Very easy,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Stigma is still a major issue in my workplace.
4613,2024,53,Male,United Kingdom,No,Yes,Yes,Rarely,100-500,No,Yes,Don't know,No,Don't know,Yes,Don't know,Don't know,No,No,Yes,No,No,Yes,Yes,No,Stigma is still a major issue in my workplace.
4614,2022,24,Male,Other,No,Yes,No,Never,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,No,Somewhat easy,No,No,Some of them,No,Maybe,Yes,No,No,Management needs training on mental health.
4615,2023,18,Male,Other,Yes,No,Yes,Rarely,26-100,Yes,Yes,No,No,No,Yes,Don't know,Somewhat easy,Yes,No,Yes,Yes,No,No,No,No,
4616,2023,26,Male,United States,Yes,No,No,Sometimes,6-25,No,Yes,Don't know,No,Don't know,Yes,Don't know,Don't know,No,No,Yes,Some of them,No,No,Yes,Yes,
4617,2022,28,Male,United States,No,No,No,Rarely,6-25,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,Yes,Maybe,Yes,Some of them,Yes,Maybe,Yes,No,
4618,2019,34,Female,United Kingdom,No,No,No,Rarely,100-500,No,Yes,Don't know,Don't know,Don't know,Yes,Yes,Don't know,Maybe,No,Yes,Some of them,Yes,No,Yes,No,We have EAP but nobody talks about it.
4619,2023,39,Male,France,No,No,No,Rarely,100-500,No,Yes,Yes,No,Don't know,Yes,Yes,Very difficult,Yes,Maybe,Some of them,Yes,No,Yes,No,No,
4620,2022,32,Male,United Kingdom,No,No,No,Rarely,100-500,No,Yes,Yes,Don't know,Don't know,Don't know,Yes,Somewhat easy,Yes,No,Some of them,Yes,No,Yes,No,No,
4621,2024,41,Female,United States,No,No,No,Sometimes,6-25,No,Yes,No,No,Don't know,Yes,Don't know,Don't know,No,No,Yes,Some of them,No,Maybe,Don't know,No,Anonymous reporting would increase participation.
4622,2021,24,Male,United States,No,Yes,No,Often,More than 1000,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,No,Maybe,Maybe,No,No,Remote work has been a double-edged sword.
4623,2022,27,Male,United States,No,No,No,Never,26-100,No,Yes,Yes,Don't know,No,Don't know,No,Don't know,No,Yes,Some of them,No,No,Maybe,No,No,Remote work has been a double-edged sword.
4624,2020,40,Female,India,No,No,No,Rarely,6-25,No,No,No,Yes,No,No,Don't know,Don't know,Yes,No,Yes,Some of them,Maybe,Maybe,Yes,No,Glad to see more companies taking this seriously.
4625,2024,30,Male,Other,No,No,Yes,Rarely,100-500,Yes,Yes,Don't know,Don't know,Yes,Yes,Don't know,Very easy,Maybe,Yes,No,No,No,No,No,No,Remote work has been a double-edged sword.
4626,2023,25,Male,United States,No,Yes,Yes,Often,6-25,Yes,Yes,Yes,No,No,Yes,No,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,Glad to see more companies taking this seriously.
4627,2023,40,Male,Germany,No,No,No,Rarely,More than 1000,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Somewhat easy,Yes,No,No,Some of them,No,No,No,No,HR resources are available but rarely used.
4628,2021,26,Male,Netherlands,Yes,Yes,No,Rarely,More than 1000,No,Yes,Yes,Don't know,No,Yes,Yes,Somewhat difficult,No,No,Some of them,No,No,No,Don't know,No,
4629,2023,36,Female,United States,No,No,No,Rarely,26-100,Yes,Yes,Yes,Don't know,Don't know,Yes,No,Very easy,No,No,Yes,No,Maybe,No,Yes,No,
4630,2022,20,Non-binary,Canada,No,Yes,No,Rarely,More than 1000,No,No,Don't know,No,Yes,Don't know,Don't know,Somewhat difficult,Maybe,No,No,No,No,Maybe,Yes,Yes,We have EAP but nobody talks about it.
4631,2023,23,Male,Other,Yes,No,Yes,Never,6-25,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,No,Yes,No,Yes,Maybe,Yes,No,
4632,2020,18,Female,Ireland,No,No,No,Never,100-500,No,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Maybe,No,Yes,Some of them,No,No,No,No,More anonymous support options would help.
4633,2020,37,Male,Netherlands,No,No,Yes,Often,500-1000,No,Yes,Yes,Don't know,No,No,Don't know,Somewhat easy,No,No,No,Some of them,No,No,No,No,Burnout is rampant in my team.
4634,2022,18,Male,United Kingdom,No,No,Yes,Rarely,6-25,Yes,Yes,Don't know,Don't know,No,Don't know,No,Somewhat difficult,Yes,Yes,Yes,No,Maybe,Maybe,No,No,Anonymous reporting would increase participation.
4635,2019,30,Non-binary,United States,No,No,Yes,Never,6-25,No,Yes,Yes,No,No,Yes,Don't know,Very easy,Maybe,No,Yes,Yes,No,No,No,No,Anonymous reporting would increase participation.
4636,2022,28,Male,Canada,No,No,No,Never,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,No,Don't know,Yes,Yes,Yes,No,Maybe,No,Don't know,Yes,
4637,2021,34,Female,United States,No,No,No,Sometimes,100-500,No,Yes,Yes,No,No,Yes,Yes,Very difficult,Maybe,No,No,Some of them,Yes,Yes,No,No,Leadership support makes all the difference.
4638,2019,42,Female,India,No,No,No,Sometimes,More than 1000,No,No,No,Yes,Yes,Don't know,Don't know,Somewhat easy,Maybe,Yes,No,No,No,Maybe,Don't know,No,Stigma is still a major issue in my workplace.
4639,2023,27,Female,United States,Yes,No,Yes,Sometimes,100-500,Yes,Yes,No,Yes,Don't know,Yes,Don't know,Don't know,No,Yes,Some of them,No,No,Maybe,Yes,No,Burnout is rampant in my team.
4640,2022,36,Male,United Kingdom,No,No,Yes,Rarely,500-1000,Yes,Yes,Yes,No,Don't know,Yes,Don't know,Don't know,Yes,No,No,Yes,No,Maybe,Don't know,Yes,More anonymous support options would help.
4641,2021,30,Female,United Kingdom,No,No,No,Rarely,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,Anonymous reporting would increase participation.
4642,2024,20,Male,United Kingdom,No,No,No,Sometimes,26-100,No,Yes,No,Don't know,No,Don't know,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,Stigma is still a major issue in my workplace.
4643,2020,32,Female,Australia,No,No,No,Never,100-500,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Somewhat difficult,No,No,Some of them,Yes,No,Yes,Yes,No,
4644,2022,20,Female,Other,No,Yes,Yes,Rarely,100-500,Yes,Yes,No,Yes,Yes,Yes,No,Very easy,No,Maybe,Some of them,No,No,Maybe,Don't know,Yes,Remote work has been a double-edged sword.
4645,2020,28,Female,Other,No,Yes,Yes,Sometimes,100-500,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Somewhat easy,Maybe,No,Yes,No,No,No,Yes,Yes,Stigma is still a major issue in my workplace.
4646,2023,29,Male,Canada,No,Yes,No,Often,26-100,Yes,Yes,No,No,No,No,No,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Don't know,No,
4647,2023,31,Non-binary,Canada,No,No,Yes,Often,6-25,No,No,No,Don't know,No,No,Yes,Somewhat difficult,Maybe,No,Yes,No,No,No,Don't know,No,
4648,2019,38,Male,United States,No,No,Yes,Rarely,1-5,No,Yes,No,Yes,No,No,No,Somewhat difficult,Maybe,No,Some of them,No,No,No,Don't know,No,Better awareness programs needed.
4649,2021,18,Female,Netherlands,No,No,Yes,Often,500-1000,Yes,Yes,No,Don't know,No,Yes,Don't know,Don't know,No,No,Yes,No,No,Yes,No,No,Remote work has been a double-edged sword.
4650,2021,29,Male,Canada,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,Don't know,No,No,No,Very difficult,Maybe,Yes,Some of them,Yes,No,No,No,No,
4651,2023,38,Male,Canada,No,Yes,Yes,Often,500-1000,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Yes,No,No,Yes,No,No,Don't know,No,
4652,2021,25,Male,Canada,No,No,Yes,Often,100-500,No,No,Yes,No,Yes,No,Don't know,Don't know,No,No,Some of them,Some of them,Maybe,No,No,No,
