student_id,age,gender,ethnicity,parental_education,family_income,school_type,school_region,study_hours_per_week,attendance_rate,extracurricular_activities,sports_participation,tutoring_sessions,parental_involvement,internet_access,has_laptop,sleep_hours,stress_level,motivation_score,reading_score,writing_score,math_score,science_score,overall_gpa,passed
STU07037,20,F,D,high_school,high,public,rural,10.3,88.5,5,yes,16,low,yes,yes,5.7,8.6,2.8,84.6,69.9,77.3,72.1,2.79,1
STU07038,23,F,C,bachelor,low,public,suburban,7.4,77.5,1,no,10,low,yes,yes,9.3,7.9,6.7,96.0,74.1,76.0,99.0,3.37,1
STU07039,23,F,E,master,middle,public,urban,9.3,81.4,1,no,9,medium,yes,yes,7.1,3.3,2.1,100.0,85.7,71.4,85.8,3.35,1
STU07040,20,M,C,high_school,middle,charter,urban,7.1,75.1,2,yes,15,low,no,yes,5.9,6.7,3.7,62.9,49.8,49.0,54.2,2.21,1
STU07041,20,F,B,bachelor,middle,public,suburban,19.1,92.3,1,no,7,medium,yes,no,8.6,2.7,4.8,91.2,100.0,96.8,97.6,3.89,1
STU07042,21,F,B,master,middle,public,suburban,15.2,80.7,1,yes,0,low,yes,yes,5.0,5.8,7.7,88.2,77.0,86.1,94.6,3.38,1
STU07043,24,M,A,phd,high,private,suburban,14.7,76.9,4,no,19,medium,yes,yes,7.3,3.1,6.5,100.0,96.9,93.3,100.0,4.0,1
STU07044,24,M,D,bachelor,high,public,suburban,11.1,78.6,3,yes,9,high,yes,no,4.9,6.2,4.3,53.5,65.5,72.2,60.9,2.35,1
STU07045,16,F,A,some_college,middle,public,suburban,15.4,94.5,0,yes,17,medium,yes,yes,4.3,10.0,5.0,63.6,59.9,50.6,51.0,2.22,1
STU07046,21,F,B,high_school,low,private,urban,0.0,90.8,2,yes,18,medium,no,yes,6.2,5.8,7.6,77.2,68.5,67.6,70.9,2.77,1
STU07047,19,M,B,high_school,middle,public,suburban,21.7,81.1,4,yes,1,medium,yes,yes,5.3,8.0,7.6,97.7,89.6,100.0,93.5,3.8,1
STU07048,23,F,D,high_school,middle,public,suburban,8.9,82.7,4,yes,8,medium,yes,yes,9.3,5.6,4.2,81.0,64.2,72.1,78.6,2.92,1
STU07049,20,F,E,some_college,middle,public,suburban,5.3,74.3,3,no,7,medium,yes,yes,6.3,6.4,2.6,57.5,63.6,70.3,49.9,2.23,1
STU07050,25,F,D,phd,high,public,suburban,20.3,93.1,1,no,6,low,yes,yes,6.5,7.7,3.9,80.1,90.6,93.7,100.0,3.56,1
STU07051,19,M,B,high_school,high,public,suburban,18.1,91.5,2,no,0,high,yes,yes,6.9,4.8,7.8,96.3,100.0,100.0,94.4,3.74,1
STU07052,22,M,C,some_college,high,public,suburban,11.5,77.7,0,no,8,high,yes,yes,7.0,5.3,2.9,69.2,67.8,82.0,65.0,3.09,1
STU07053,16,M,B,phd,middle,public,suburban,20.5,84.3,0,no,6,high,no,no,7.1,4.5,5.8,100.0,100.0,100.0,100.0,3.94,1
STU07054,25,F,E,none,middle,public,suburban,16.0,74.5,5,yes,6,low,yes,yes,8.0,3.5,2.5,85.1,80.1,99.0,75.5,3.26,1
STU07055,16,F,A,none,middle,public,rural,12.3,81.7,1,no,14,low,yes,no,8.2,3.4,3.9,78.6,71.6,78.6,63.4,3.21,1
STU07056,19,M,E,high_school,high,public,suburban,1.6,89.3,1,no,20,medium,yes,yes,6.8,2.8,6.8,59.2,72.1,61.9,48.1,2.61,1
STU07057,24,F,D,high_school,middle,public,suburban,11.3,90.2,2,no,5,low,yes,yes,7.3,5.2,4.8,81.6,74.0,85.8,80.0,3.15,1
STU07058,25,M,D,some_college,low,private,suburban,10.2,81.9,3,no,17,high,yes,no,8.4,6.3,7.2,73.5,76.7,93.3,75.2,3.07,1
STU07059,20,F,D,some_college,low,public,urban,8.6,69.6,3,no,2,high,no,no,6.7,2.5,8.2,83.8,40.7,85.7,82.2,3.11,1
STU07060,20,M,B,some_college,high,charter,rural,9.7,95.5,5,no,19,low,yes,yes,6.5,2.4,9.7,94.9,87.5,88.1,92.5,3.62,1
STU07061,15,F,B,high_school,middle,private,urban,15.0,80.9,1,no,3,high,yes,yes,6.3,4.8,7.9,80.0,79.1,84.2,91.2,3.16,1
STU07062,25,F,C,bachelor,high,public,urban,4.9,91.8,0,no,14,medium,yes,yes,6.0,6.0,7.0,63.9,75.5,94.9,72.8,3.24,1
STU07063,15,F,B,high_school,middle,public,urban,17.7,69.1,5,no,2,high,yes,yes,7.4,5.3,4.8,76.4,88.2,83.5,94.0,3.33,1
STU07064,15,M,D,some_college,middle,charter,suburban,10.7,88.5,0,no,5,medium,yes,yes,8.7,6.2,7.3,91.6,81.1,75.4,82.0,3.29,1
STU07065,20,M,C,none,high,public,suburban,5.8,86.2,5,no,6,low,yes,yes,6.5,2.9,8.3,71.3,71.7,89.1,88.0,3.33,1
STU07066,15,M,D,bachelor,high,public,urban,10.7,77.6,5,yes,4,medium,yes,yes,7.8,2.2,4.4,91.7,77.5,92.3,88.1,3.53,1
STU07067,16,Non-binary,D,bachelor,low,public,rural,11.8,93.2,4,no,12,medium,no,yes,8.2,5.0,4.1,86.7,88.6,100.0,92.8,3.66,1
STU07068,21,M,B,high_school,low,charter,suburban,18.3,75.5,1,no,10,medium,yes,no,8.7,3.4,3.9,76.5,100.0,87.5,79.5,3.51,1
STU07069,22,F,B,bachelor,middle,public,rural,15.8,90.2,4,yes,0,medium,yes,yes,8.0,4.7,2.9,99.5,89.5,88.8,100.0,3.63,1
STU07070,18,F,C,some_college,low,charter,suburban,17.2,100.0,2,yes,17,low,yes,no,7.4,5.7,4.6,88.6,80.6,100.0,100.0,3.72,1
STU07071,23,M,A,bachelor,middle,public,suburban,11.1,69.1,4,no,16,medium,yes,yes,6.4,1.9,2.8,91.0,83.0,63.6,89.0,3.11,1
STU07072,21,M,D,phd,high,public,rural,12.1,75.7,4,yes,10,low,yes,yes,6.1,5.7,5.0,100.0,75.3,86.0,73.0,3.05,1
STU07073,17,M,D,high_school,low,public,rural,20.7,82.8,4,no,0,low,yes,yes,7.2,2.5,5.2,86.3,100.0,100.0,100.0,3.75,1
STU07074,22,F,D,some_college,middle,public,suburban,10.2,82.3,2,no,4,high,no,yes,7.6,5.2,6.7,68.4,64.5,59.8,73.1,2.62,1
STU07075,21,Non-binary,C,high_school,middle,public,urban,7.2,90.6,2,no,18,high,yes,no,5.0,9.4,5.1,77.4,73.7,69.7,72.6,2.91,1
STU07076,23,M,D,bachelor,middle,private,urban,7.6,87.4,0,yes,4,medium,yes,yes,7.9,3.4,2.4,79.1,95.0,82.7,86.7,3.38,1
STU07077,16,Non-binary,C,none,middle,private,urban,11.8,82.9,0,yes,18,medium,yes,yes,5.6,6.1,7.9,94.1,68.6,77.8,80.7,2.95,1
STU07078,17,M,E,some_college,middle,public,urban,4.5,71.7,5,no,0,medium,yes,yes,8.0,3.0,2.0,64.9,39.3,52.0,79.3,2.55,1
STU07079,18,M,D,master,high,public,suburban,14.0,80.9,1,yes,8,high,yes,yes,6.8,4.1,6.6,98.0,87.3,100.0,95.1,3.91,1
STU07080,18,F,D,some_college,high,public,suburban,12.9,89.5,5,no,6,medium,yes,yes,7.5,5.9,8.8,98.4,100.0,100.0,87.3,4.0,1
STU07081,24,F,A,bachelor,middle,public,suburban,15.0,74.4,5,no,8,medium,no,yes,8.0,5.0,5.7,100.0,89.4,90.3,82.2,3.77,1
STU07082,23,M,D,high_school,high,private,rural,0.9,77.1,0,yes,11,medium,yes,yes,7.6,5.7,8.4,76.3,80.1,79.8,72.7,3.12,1
STU07083,20,F,B,master,low,public,urban,0.0,78.7,5,yes,7,medium,no,yes,6.3,1.6,6.2,87.7,86.6,63.0,61.3,2.92,1
STU07084,20,F,C,bachelor,middle,charter,rural,8.9,75.4,3,yes,1,medium,yes,yes,8.8,6.2,2.7,67.9,51.1,77.0,76.4,2.55,1
STU07085,24,F,C,some_college,high,public,rural,11.1,84.2,2,no,8,high,yes,yes,6.8,4.9,9.0,65.1,90.6,94.3,72.3,3.41,1
STU07086,19,F,B,high_school,middle,public,suburban,3.8,65.4,0,no,15,medium,yes,yes,6.1,6.1,4.3,26.5,61.7,46.6,24.8,1.52,0
STU07087,17,M,A,some_college,high,public,rural,3.7,78.5,4,yes,5,high,yes,yes,7.6,3.1,5.5,64.4,82.5,49.3,74.3,2.82,1
STU07088,16,M,B,bachelor,middle,public,rural,14.1,74.9,2,yes,17,medium,yes,yes,6.1,2.8,6.9,94.7,100.0,100.0,94.0,3.86,1
STU07089,18,F,D,high_school,high,public,suburban,9.5,80.9,4,no,12,medium,yes,yes,5.5,3.9,3.9,62.2,61.6,67.0,59.2,2.46,1
STU07090,22,F,D,master,low,public,suburban,16.0,76.0,2,yes,10,low,no,yes,6.2,5.4,6.5,93.3,100.0,100.0,94.8,3.82,1
STU07091,20,M,E,bachelor,low,public,suburban,2.3,87.0,3,no,16,high,yes,no,7.0,5.0,6.6,85.5,86.4,77.5,69.1,3.28,1
STU07092,19,M,D,phd,middle,public,suburban,11.9,86.8,1,yes,16,medium,yes,no,6.2,4.7,8.8,84.8,83.5,82.6,78.6,3.4,1
STU07093,20,M,C,high_school,high,public,rural,21.4,98.1,0,no,4,high,yes,yes,6.6,5.5,8.7,83.1,100.0,100.0,100.0,3.82,1
STU07094,25,F,D,some_college,low,charter,urban,8.3,84.9,5,no,18,medium,yes,yes,4.4,10.0,4.8,41.9,32.4,37.1,37.3,1.53,0
STU07095,25,M,C,high_school,middle,charter,urban,7.0,80.5,0,no,10,low,yes,yes,8.5,1.5,4.1,64.3,56.5,73.3,88.0,2.96,1
STU07096,16,M,B,high_school,high,public,rural,16.9,80.5,1,no,5,low,yes,yes,7.1,3.7,3.7,89.9,84.0,91.6,92.3,3.29,1
STU07097,16,M,E,high_school,middle,public,suburban,17.8,82.9,1,no,17,high,yes,no,6.1,6.8,5.6,68.3,48.5,78.4,82.3,2.66,1
STU07098,17,F,E,high_school,middle,public,urban,6.7,75.8,2,no,9,medium,yes,yes,8.6,8.1,3.7,51.4,64.4,70.7,64.5,2.56,1
STU07099,24,F,A,bachelor,low,charter,suburban,7.2,80.3,1,yes,8,medium,yes,yes,5.3,8.1,4.6,70.3,67.9,62.5,61.7,2.5,1
STU07100,20,M,D,high_school,high,private,urban,16.6,75.4,0,yes,6,low,yes,yes,5.8,4.6,2.7,72.7,100.0,71.8,91.8,3.42,1
STU07101,24,M,A,high_school,high,private,suburban,13.2,77.5,1,no,8,high,yes,yes,6.4,6.9,4.5,84.0,87.0,87.5,87.9,3.4,1
STU07102,22,M,E,some_college,middle,private,rural,12.9,83.6,5,no,10,low,yes,yes,6.1,5.1,7.6,74.9,66.4,100.0,100.0,3.3,1
STU07103,21,F,C,bachelor,low,private,suburban,12.0,76.2,2,no,13,high,no,no,6.4,4.5,3.1,57.1,73.7,72.0,55.8,2.59,1
STU07104,18,F,B,bachelor,middle,public,rural,11.2,78.5,1,yes,17,medium,yes,yes,7.7,2.2,2.6,88.9,94.0,68.1,90.9,3.44,1
STU07105,18,F,D,some_college,middle,public,urban,17.0,85.4,3,yes,8,medium,yes,yes,8.1,7.5,4.0,78.9,81.6,100.0,93.8,3.64,1
STU07106,16,F,C,high_school,high,private,suburban,19.7,94.6,0,no,11,medium,yes,yes,8.2,2.9,8.5,100.0,100.0,100.0,97.5,4.0,1
STU07107,20,M,A,some_college,high,public,suburban,5.7,75.3,0,yes,15,medium,yes,yes,8.7,4.3,3.9,59.9,92.6,72.1,70.6,2.92,1
STU07108,18,M,D,bachelor,high,public,urban,17.7,71.0,2,no,7,medium,yes,yes,6.1,5.0,5.2,98.7,71.2,100.0,85.3,3.61,1
STU07109,18,M,D,high_school,middle,private,rural,10.2,90.4,3,no,16,medium,yes,no,7.5,3.8,6.1,100.0,100.0,98.9,92.1,3.76,1
STU07110,15,M,C,high_school,low,private,urban,1.9,100.0,1,no,6,medium,yes,no,6.1,6.7,6.3,44.7,69.9,70.4,43.6,2.2,1
STU07111,23,M,D,master,high,public,rural,7.4,87.1,4,no,5,low,yes,yes,6.1,4.7,5.0,81.9,65.5,95.4,84.9,3.55,1
STU07112,25,F,A,high_school,middle,public,urban,8.0,81.7,2,no,6,high,no,yes,5.2,9.0,6.9,60.3,65.9,68.6,65.4,3.01,1
STU07113,20,M,B,high_school,low,public,rural,15.9,87.8,5,yes,16,low,yes,yes,8.9,5.9,6.5,89.6,71.2,83.0,86.4,3.23,1
STU07114,20,F,D,high_school,high,public,rural,5.2,80.5,4,yes,14,high,yes,yes,8.5,4.9,3.8,64.4,100.0,59.9,69.0,3.26,1
STU07115,25,M,B,master,low,public,rural,0.3,80.8,4,no,5,medium,yes,yes,9.8,8.2,3.8,51.4,54.1,45.7,54.9,1.81,0
STU07116,20,M,C,some_college,middle,private,suburban,9.4,73.5,2,no,12,medium,yes,yes,8.0,4.4,3.8,70.3,95.5,100.0,78.3,3.31,1
STU07117,21,F,E,phd,middle,public,suburban,9.6,90.1,4,no,11,low,yes,yes,7.5,4.5,4.2,84.7,72.7,76.6,72.7,3.25,1
STU07118,19,M,D,bachelor,low,private,suburban,17.0,80.6,0,yes,13,medium,yes,yes,6.5,6.9,7.7,100.0,87.4,100.0,77.1,3.66,1
STU07119,20,M,C,bachelor,high,public,suburban,13.9,93.7,0,no,17,medium,yes,yes,8.4,3.1,7.7,100.0,79.6,86.8,94.2,3.75,1
STU07120,20,M,C,high_school,middle,public,urban,14.8,87.2,0,yes,6,high,yes,yes,7.5,5.1,5.9,96.7,68.5,85.3,80.0,3.39,1
STU07121,22,F,D,high_school,middle,public,urban,8.1,96.9,4,no,19,high,yes,no,5.5,10.0,7.7,60.6,64.7,48.4,61.2,2.3,1
STU07122,21,M,D,bachelor,high,private,suburban,5.1,95.3,1,yes,18,low,yes,yes,7.1,3.4,9.4,99.9,93.4,100.0,81.5,3.71,1
STU07123,20,F,A,phd,high,charter,suburban,21.3,60.9,4,yes,12,medium,yes,yes,5.4,8.8,3.3,81.3,80.2,81.0,58.6,3.11,1
STU07124,15,Non-binary,C,master,middle,public,suburban,8.5,70.0,2,no,17,low,yes,yes,7.4,2.9,3.6,69.1,66.8,61.9,52.9,2.44,1
STU07125,24,F,B,master,middle,public,suburban,15.9,83.0,2,no,2,high,yes,yes,8.1,4.9,5.6,100.0,95.3,96.0,100.0,3.96,1
STU07126,24,M,A,bachelor,middle,public,suburban,9.3,97.8,0,yes,10,high,yes,no,6.6,3.4,6.9,93.0,100.0,100.0,97.5,3.6,1
STU07127,17,F,B,some_college,high,public,suburban,15.8,81.5,5,yes,12,low,yes,yes,6.1,7.6,6.2,93.9,94.2,96.2,97.7,3.71,1
STU07128,18,M,C,some_college,middle,public,rural,12.8,69.0,0,yes,3,low,yes,yes,9.4,7.2,2.8,53.5,66.1,25.8,58.0,1.86,0
STU07129,25,F,D,some_college,middle,public,urban,11.8,90.2,1,yes,14,high,yes,yes,7.4,1.2,6.5,78.9,97.3,100.0,86.5,3.49,1
STU07130,18,F,E,high_school,low,charter,suburban,12.1,98.8,5,no,2,low,no,yes,7.7,4.6,6.3,84.7,60.2,89.5,83.2,3.14,1
STU07131,23,M,C,high_school,high,public,urban,10.0,73.2,4,yes,17,medium,yes,yes,7.4,4.5,3.4,82.8,81.4,90.4,93.1,3.39,1
STU07132,23,M,C,high_school,high,charter,urban,1.2,79.4,5,yes,18,high,yes,yes,8.2,4.8,6.7,85.8,64.3,74.3,79.0,3.08,1
STU07133,24,F,B,high_school,middle,private,suburban,12.2,94.5,3,no,0,medium,yes,no,7.9,7.1,4.3,97.9,87.8,100.0,100.0,4.0,1
STU07134,15,F,B,high_school,middle,private,urban,17.4,68.6,1,no,2,low,yes,yes,6.8,3.7,2.0,84.1,63.5,80.9,72.8,2.91,1
STU07135,20,F,A,bachelor,middle,public,suburban,11.2,77.7,1,yes,11,high,no,yes,5.0,8.6,8.1,91.9,89.0,97.1,94.1,3.73,1
STU07136,21,F,E,bachelor,low,public,rural,8.7,75.9,3,no,9,medium,no,yes,6.3,1.0,6.1,73.0,68.0,77.7,72.3,2.72,1
STU07137,24,F,A,some_college,low,public,suburban,11.7,81.8,5,no,9,medium,yes,yes,7.1,6.3,3.4,83.4,64.8,60.4,71.1,2.9,1
STU07138,17,F,D,bachelor,high,public,suburban,18.3,83.6,5,no,15,high,yes,yes,8.3,2.5,8.2,100.0,100.0,99.8,100.0,3.92,1
STU07139,18,F,B,some_college,middle,public,urban,9.3,84.7,1,no,16,high,no,no,8.9,4.0,10.0,100.0,94.5,100.0,82.9,3.75,1
STU07140,16,M,C,some_college,middle,public,urban,2.0,90.5,0,no,2,medium,yes,yes,6.7,4.3,5.7,65.9,55.4,57.0,67.1,2.24,1
STU07141,23,F,D,some_college,high,private,urban,12.8,85.6,0,no,5,high,yes,yes,9.3,7.0,3.6,68.6,62.0,81.9,100.0,3.14,1
STU07142,25,F,E,high_school,low,public,urban,11.8,93.9,2,yes,7,medium,yes,no,7.7,2.8,4.6,84.2,98.9,100.0,96.8,3.6,1
STU07143,16,M,B,some_college,middle,public,suburban,12.0,77.8,5,no,19,low,yes,yes,7.3,6.8,1.0,49.3,59.5,71.2,61.6,2.09,1
STU07144,17,M,E,bachelor,high,public,urban,9.4,89.1,3,no,0,low,yes,no,7.4,3.8,5.0,100.0,81.3,100.0,98.7,3.96,1
STU07145,18,M,B,high_school,high,public,urban,13.4,72.9,2,no,10,high,yes,yes,8.0,6.3,5.6,85.4,79.6,74.4,86.2,3.07,1
STU07146,24,M,D,master,low,public,urban,9.7,91.4,4,no,1,low,yes,yes,7.1,2.8,6.2,88.5,85.0,90.0,72.6,3.22,1
STU07147,19,F,A,high_school,low,public,urban,7.0,87.6,1,yes,5,low,no,no,7.1,8.8,3.4,59.9,88.2,66.0,71.3,2.89,1
STU07148,18,M,C,some_college,high,charter,urban,10.2,79.6,0,yes,5,medium,yes,yes,8.2,4.4,7.6,100.0,89.4,95.7,97.0,3.75,1
STU07149,18,F,D,master,low,private,urban,12.1,85.6,1,no,4,low,yes,yes,8.4,4.7,3.0,78.9,70.7,79.6,76.8,2.85,1
STU07150,21,M,D,bachelor,middle,charter,urban,13.2,84.9,4,no,19,medium,yes,yes,7.1,5.0,5.3,95.1,77.8,93.7,79.4,3.53,1
STU07151,19,F,D,some_college,low,public,suburban,7.0,82.7,0,no,11,high,no,yes,7.0,3.9,3.0,60.8,54.1,74.3,54.0,2.27,1
STU07152,16,F,B,bachelor,high,private,suburban,13.6,87.7,4,yes,17,high,yes,yes,6.1,6.9,4.3,100.0,97.4,91.9,93.2,3.76,1
STU07153,24,F,D,high_school,middle,private,suburban,12.8,87.0,4,no,6,low,yes,yes,6.6,5.1,6.5,100.0,94.2,97.2,92.4,3.8,1
STU07154,19,F,B,bachelor,middle,charter,urban,14.8,95.6,4,yes,7,high,yes,yes,8.4,4.3,8.2,100.0,100.0,100.0,100.0,4.0,1
STU07155,17,M,B,bachelor,high,public,suburban,15.3,72.4,1,no,6,low,no,yes,7.1,4.3,3.9,73.1,85.9,73.5,90.8,3.28,1
STU07156,23,F,A,high_school,low,private,suburban,17.4,77.8,4,yes,17,medium,yes,no,8.2,3.7,6.2,83.2,86.3,91.6,88.0,3.64,1
STU07157,23,F,B,high_school,middle,public,suburban,14.6,84.3,0,no,18,medium,yes,yes,6.2,5.0,7.1,100.0,86.0,97.1,95.7,3.96,1
STU07158,16,M,A,phd,high,public,urban,25.4,73.9,0,no,20,medium,yes,yes,7.4,1.1,3.7,100.0,92.8,100.0,100.0,3.88,1
STU07159,15,Non-binary,D,high_school,middle,public,rural,16.7,86.7,5,no,5,high,yes,yes,7.7,2.3,7.0,92.7,91.7,95.2,82.6,3.77,1
STU07160,15,M,A,master,low,public,urban,17.1,80.5,5,no,2,medium,no,yes,9.1,6.0,5.2,75.3,82.8,68.3,90.0,3.2,1
STU07161,23,F,C,high_school,high,charter,rural,4.0,81.9,4,no,2,medium,yes,yes,4.7,8.6,6.5,33.5,50.9,56.1,46.3,1.83,0
STU07162,21,M,A,some_college,low,charter,suburban,14.6,80.3,2,no,4,medium,no,no,8.2,6.7,5.0,77.9,84.6,82.1,60.6,2.96,1
STU07163,23,F,D,some_college,middle,private,urban,16.1,78.7,0,no,3,low,yes,yes,7.2,5.8,1.0,100.0,62.9,80.7,67.1,3.17,1
STU07164,21,M,B,bachelor,low,public,urban,10.3,83.6,3,yes,20,medium,no,yes,7.1,4.9,5.5,43.6,59.2,73.2,78.8,2.53,1
STU07165,19,M,B,some_college,middle,public,urban,0.0,85.7,5,yes,17,medium,yes,yes,4.7,7.4,5.2,31.5,37.3,52.8,46.2,1.53,0
STU07166,21,M,C,high_school,middle,public,suburban,0.0,79.1,5,no,10,low,no,yes,5.3,7.6,4.2,37.6,40.9,40.7,24.9,1.02,0
STU07167,22,Non-binary,E,some_college,middle,private,rural,9.3,63.5,5,no,12,low,yes,yes,7.7,3.4,1.6,75.2,79.0,59.5,57.3,2.94,1
STU07168,19,M,E,bachelor,middle,public,rural,8.3,92.2,5,yes,3,low,yes,yes,8.8,4.9,6.9,82.5,88.2,94.0,77.4,3.13,1
STU07169,25,F,C,some_college,middle,private,rural,2.1,77.1,3,no,18,medium,yes,yes,7.3,1.0,5.6,77.8,88.7,63.7,45.9,3.03,1
STU07170,24,F,E,some_college,high,public,urban,14.2,79.5,0,no,7,medium,yes,no,8.9,5.7,1.8,61.1,68.5,77.2,86.7,3.02,1
STU07171,23,F,C,some_college,middle,public,urban,4.2,87.3,3,no,20,high,yes,yes,4.0,10.0,8.8,45.4,57.4,46.8,51.5,1.94,0
STU07172,25,M,E,high_school,middle,public,suburban,0.5,100.0,0,no,1,medium,yes,yes,5.0,8.1,6.4,73.4,67.8,77.9,62.7,3.01,1
STU07173,19,F,A,high_school,low,public,urban,22.0,64.5,2,no,15,medium,yes,yes,4.9,8.6,7.0,76.0,77.3,74.3,64.2,3.15,1
STU07174,16,F,A,high_school,high,charter,urban,14.4,77.1,3,no,10,medium,yes,yes,8.3,2.1,5.2,80.2,91.9,96.7,88.7,3.77,1
STU07175,20,M,A,bachelor,middle,public,urban,8.9,86.2,3,yes,8,medium,yes,no,7.7,5.4,5.5,88.1,83.8,60.6,71.4,2.93,1
STU07176,23,M,D,phd,middle,public,suburban,4.0,73.6,3,no,18,high,yes,yes,7.0,4.2,8.2,100.0,91.7,100.0,90.5,3.85,1
STU07177,23,F,A,none,low,public,suburban,3.8,84.2,0,no,8,medium,no,no,8.2,6.1,6.1,54.3,33.3,44.0,59.9,1.79,0
STU07178,19,M,B,high_school,high,private,urban,7.7,69.4,0,yes,1,high,yes,yes,6.7,1.2,6.1,67.1,84.5,78.7,69.6,3.09,1
STU07179,18,M,C,phd,middle,public,urban,9.2,81.2,5,no,4,high,yes,no,8.6,4.5,4.8,77.4,82.6,62.3,80.4,3.0,1
STU07180,19,M,E,high_school,low,public,urban,7.7,76.8,0,yes,8,low,yes,yes,9.0,7.3,1.0,63.2,54.1,61.9,51.2,2.26,1
STU07181,23,F,C,some_college,low,public,suburban,3.0,91.6,0,no,15,low,yes,yes,4.9,5.8,6.4,41.2,52.2,46.1,48.8,1.68,0
STU07182,15,F,D,bachelor,middle,public,urban,6.3,88.2,1,no,19,high,yes,no,7.9,5.8,8.0,63.2,79.8,100.0,77.2,3.32,1
STU07183,18,F,B,some_college,low,private,suburban,0.0,77.7,0,no,0,high,no,yes,7.9,5.8,7.3,35.4,52.0,57.0,18.8,1.89,0
STU07184,17,F,E,some_college,middle,private,suburban,0.0,87.1,0,yes,1,high,yes,no,5.7,6.5,8.4,73.2,53.2,60.5,74.5,2.67,1
STU07185,23,M,A,master,middle,public,urban,2.8,82.9,5,no,20,medium,no,yes,5.2,5.8,3.6,47.7,60.9,56.0,43.5,2.13,1
STU07186,20,M,B,some_college,middle,public,suburban,7.3,74.9,4,yes,20,medium,yes,yes,6.9,2.9,4.8,62.6,83.3,72.2,72.8,3.0,1
STU07187,15,M,C,bachelor,high,public,urban,10.6,89.5,4,yes,20,medium,yes,yes,7.4,4.4,4.8,82.0,69.3,66.0,59.4,3.11,1
STU07188,17,M,B,high_school,middle,private,suburban,13.3,81.9,2,yes,0,medium,yes,yes,7.8,5.6,1.6,72.8,55.3,79.2,82.7,3.27,1
STU07189,15,M,D,high_school,low,public,suburban,12.1,68.4,2,no,13,high,no,yes,8.7,8.2,4.6,49.5,70.7,64.3,51.4,2.46,1
STU07190,20,F,D,master,middle,private,urban,15.7,83.8,2,yes,16,high,yes,yes,7.1,5.4,6.4,85.3,97.7,100.0,100.0,3.72,1
STU07191,25,M,B,master,high,private,suburban,11.1,78.1,1,no,12,medium,yes,yes,7.3,3.0,7.9,94.0,76.4,95.0,100.0,3.53,1
STU07192,21,M,A,bachelor,high,public,urban,16.3,68.8,2,yes,20,low,yes,yes,9.9,9.8,6.2,69.0,68.5,72.7,62.0,2.78,1
STU07193,24,M,A,high_school,high,public,suburban,0.0,76.7,3,yes,5,low,yes,yes,7.4,6.5,3.9,45.7,58.1,60.8,58.5,2.4,1
STU07194,23,M,A,bachelor,high,public,suburban,16.0,83.0,2,yes,13,medium,yes,yes,6.3,6.0,7.7,100.0,99.7,100.0,81.5,3.88,1
STU07195,24,M,E,none,low,public,urban,8.9,100.0,4,no,11,medium,no,yes,7.9,5.2,5.8,53.2,79.9,81.1,76.4,3.04,1
STU07196,18,M,C,some_college,low,charter,suburban,15.9,73.9,5,no,7,medium,yes,no,6.5,6.4,1.9,53.5,80.8,62.5,62.8,2.7,1
STU07197,25,M,A,bachelor,low,public,urban,0.0,84.1,0,no,9,high,yes,yes,6.5,1.0,6.2,87.4,63.3,56.6,58.4,2.39,1
STU07198,17,F,A,some_college,low,private,urban,15.6,88.0,2,yes,13,low,yes,no,5.8,6.5,6.2,100.0,95.9,100.0,100.0,3.75,1
STU07199,19,F,D,some_college,high,public,urban,2.1,81.9,4,yes,0,medium,yes,yes,7.4,3.6,6.9,65.9,60.9,64.3,69.6,2.4,1
STU07200,22,F,D,bachelor,low,public,urban,17.3,81.9,5,yes,1,medium,no,no,8.7,3.8,2.9,75.2,87.2,70.1,84.2,3.04,1
STU07201,18,F,E,master,middle,public,urban,6.9,74.7,0,no,15,medium,yes,yes,7.6,4.8,3.7,83.0,77.1,91.9,81.5,3.5,1
STU07202,17,F,B,high_school,low,charter,urban,12.1,80.6,3,no,6,high,yes,yes,7.9,5.0,10.0,79.1,84.6,95.1,81.8,3.32,1
STU07203,16,F,C,high_school,high,private,suburban,10.9,75.9,4,yes,1,medium,yes,yes,7.9,5.0,4.1,72.5,54.0,60.0,56.3,2.37,1
STU07204,15,F,A,bachelor,high,public,rural,18.5,73.2,5,no,13,high,yes,yes,8.8,6.3,6.6,100.0,100.0,93.6,100.0,3.91,1
STU07205,20,F,D,high_school,high,charter,rural,12.3,81.1,3,no,3,medium,yes,yes,6.1,6.3,1.3,78.9,89.5,87.6,77.8,3.36,1
STU07206,25,M,C,high_school,middle,public,rural,19.9,86.5,2,no,19,high,yes,yes,6.3,6.1,8.8,72.1,90.7,91.0,100.0,3.46,1
STU07207,17,M,D,high_school,high,public,suburban,7.1,81.7,1,yes,8,low,yes,yes,7.5,3.9,6.9,65.1,80.6,86.2,82.6,3.08,1
STU07208,19,M,A,high_school,high,charter,suburban,5.2,92.9,0,yes,2,low,yes,yes,7.1,2.5,8.7,89.8,85.3,74.0,100.0,3.62,1
STU07209,25,M,D,some_college,middle,public,urban,7.1,75.2,2,no,16,low,yes,no,6.1,9.2,2.9,53.0,34.9,40.6,42.7,1.7,0
STU07210,23,F,B,phd,middle,charter,rural,16.3,62.8,0,no,11,low,yes,yes,7.3,6.1,7.4,87.9,68.2,82.2,74.2,3.08,1
