paper_id,title,abstract,authors,year,month,category,subcategory,citation_count,venue,num_authors,has_code,primary_method,dataset_used,is_survey
arxiv.202107.01034,Prompt Engineering across Domains,"Motivated by recent progress in generative modeling, we develop SparseGPT for language understanding. Our framework integrates residual connections with a novel attention module that captures temporal dynamics. Results on multiple established benchmarks show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Fei Smith; Geoffrey Wu; Marie Goodfellow; Robert Li,2021,7,cs.CL,sentiment-analysis,8,AAAI,4,False,transformer,Common Crawl,False
arxiv.201802.00086,Text Summarization using Attention Mechanisms,"This paper presents DiffuGen, designed for efficient code generation. By leveraging residual connections and LoRA fine-tuning, our approach reduces computational cost by 23% while maintaining competitive performance on both synthetic and real-world data. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Chen Xu; Elena Radford; Jian Mohamed,2018,2,cs.CL,summarization,1437,arXiv-only,3,True,transformer,BookCorpus,False
arxiv.202401.02339,Prompt Engineering with Pre-trained Models,"Recent advances in multimodal learning have shown promising results for question answering. However, existing methods suffer from domain gap. We address this by proposing HyperNet, which combines self-supervised pre-training with contrastive learning to overcome these challenges. Our experiments on both synthetic and real-world data demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Jean Yamamoto; Jun Suzuki; Marco He; Matthew Suzuki; Percy Ren; Thomas Zhou,2024,1,cs.CL,summarization,2,NAACL,6,False,diffusion,Common Crawl,False
arxiv.202304.01700,Object Detection through Self-Supervision,"Motivated by recent progress in transfer learning, we develop SmartFuse for speech recognition. Our framework integrates variational inference with a novel routing module that captures semantic relationships. Results on standard benchmarks show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Li Xu,2023,4,cs.CV,object-detection,196,NeurIPS,1,True,reinforcement_learning,CIFAR-10,False
arxiv.202110.00800,Cross-Lingual AutoML for Real-World Applications,"Motivated by recent progress in transfer learning, we develop SmartFuse for image synthesis. Our framework integrates knowledge distillation with a novel routing module that captures temporal dynamics. Results on competitive benchmarks show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Alex Johnson; Hans Bengio; Hiroshi Girshick; Noam Williams; Olga Ma,2021,10,cs.LG,meta-learning,69,arXiv-only,5,False,reinforcement_learning,CIFAR-100,False
arxiv.201801.00016,Drone Navigation,"Recent advances in graph learning have shown promising results for machine translation. However, existing methods suffer from distribution shift. We address this by proposing SmartFuse, which combines gradient checkpointing with energy-based models to overcome these challenges. Our experiments on standard benchmarks demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Benjamin Rodriguez; Jean Amodei; Luca Radford; Wei He; Yoshua Chen; Yoshua Yamamoto; Zhi Yamamoto,2018,1,cs.RO,autonomous-driving,31,ICLR,7,True,rnn,KITTI,False
arxiv.201910.00252,Search Ranking,"In this work, we tackle the problem of document retrieval by introducing HyperNet. The core idea is to use prompt tuning to learn robust representations that generalize across domains. We validate our approach on large-scale datasets and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Andrew Smith; Dario Shah; James Radford; Tao Patel,2019,10,cs.IR,search-ranking,5,arXiv-only,4,True,transformer,Amazon Reviews,False
arxiv.202305.01983,Multi-Task Representation Learning with Graph Neural Networks,"We present a comprehensive study of code generation in the context of computer vision. Through systematic experiments on widely-used evaluation protocols, we identify key factors that influence model performance and propose EfficientAI as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Andrei Tanaka; Li Petrov; Michael Liu; Ming Liang; Qiang Bengio; Tao Hassan,2023,5,cs.LG,automl,36,arXiv-only,6,False,transformer,MNIST,False
arxiv.202312.01697,Semi-Supervised Spiking Neural Networks using Large Language Models,"We present a comprehensive study of anomaly detection in the context of neural architecture design. Through systematic experiments on large-scale datasets, we identify key factors that influence model performance and propose DenseFormer as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Christopher Petrov; Kaiming Tanaka; Siddharth Hassan; Yoshua Garcia,2023,12,cs.NE,neuroevolution,31,arXiv-only,4,True,ensemble,ImageNet,False
arxiv.202103.00828,Video Understanding across Domains,"This paper presents NeuralBridge, designed for efficient robot manipulation. By leveraging attention mechanisms and denoising diffusion, our approach reduces computational cost by 51% while maintaining competitive performance on competitive benchmarks. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Andrew Rossi; Benjamin Zhang; Bo Zhu; Chen Zhang; Ilya Zhu; Rui Williams; Yuki Wang; Zhi Zhu,2021,3,cs.CV,3d-vision,17,AAAI,8,False,transformer,ModelNet40,False
arxiv.202405.02417,Evolutionary Strategies via Prompt Tuning,"This paper introduces SpectraNet for text generation. Unlike prior work that relies on flow matching, we design a adversarial training framework that directly addresses domain gap. Evaluation on competitive benchmarks shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Olga Tanaka; Zhi Rodriguez,2024,5,cs.NE,evolutionary-algorithms,5,EMNLP,2,False,diffusion,CIFAR-100,False
arxiv.202304.02182,Face Recognition in Low-Resource Settings,"This paper introduces UniModel for time series forecasting. Unlike prior work that relies on data augmentation, we design a gradient checkpointing framework that directly addresses distribution shift. Evaluation on diverse evaluation suites shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Andrew Watanabe; Hans Kumar; Sofia Rossi; Stefan Wang,2023,4,cs.CV,3d-vision,1,arXiv-only,4,True,diffusion,ImageNet,False
arxiv.202111.00881,Memory-Augmented In-Context Learning with Limited Labels,"Motivated by recent progress in natural language processing, we develop DenseFormer for speech recognition. Our framework integrates attention mechanisms with a novel routing module that captures long-range dependencies. Results on diverse evaluation suites show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Andrew Yamamoto; Jakob Chen; Robert Goodfellow; Rui Thomas,2021,11,cs.CL,question-answering,15,ACL,4,True,transformer,Common Crawl,False
arxiv.202507.03041,Interpretable Spiking Neural Networks with Graph Neural Networks,"Recent advances in graph learning have shown promising results for text generation. However, existing methods suffer from label scarcity. We address this by proposing HyperNet, which combines data augmentation with adversarial training to overcome these challenges. Our experiments on challenging real-world datasets demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Ashish LeCun; Hiroshi Wu; Ian Vaswani; Kaiming Shah; Robert Ali,2025,7,cs.NE,evolutionary-algorithms,0,arXiv-only,5,False,diffusion,not specified,False
arxiv.202002.00605,Privacy-Preserving Motion Planning with Theoretical Guarantees,"We present a comprehensive study of time series forecasting in the context of reinforcement learning. Through systematic experiments on challenging real-world datasets, we identify key factors that influence model performance and propose EfficientAI as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Bo Suzuki; Luca Watanabe,2020,2,cs.RO,manipulation,9,arXiv-only,2,False,transformer,KITTI,False
arxiv.202009.00681,Robust Out-of-Distribution Detection,"We study the problem of text generation and propose NeuralBridge, a scalable framework based on denoising diffusion. Our key insight is that hierarchical representations capture multi-scale patterns more effectively. Extensive experiments on widely-used evaluation protocols show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Andrew Bengio; Stefan Garcia,2020,9,cs.LG,representation-learning,6,arXiv-only,2,False,gnn,ImageNet,False
arxiv.202407.02812,AutoML,"This paper introduces DiffuGen for speech recognition. Unlike prior work that relies on graph convolutions, we design a mixture of experts framework that directly addresses training instability. Evaluation on large-scale datasets shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Andrew He; Fatima Popov,2024,7,cs.LG,automl,127,NeurIPS,2,True,gnn,CIFAR-10,False
arxiv.202109.01081,Multi-Modal Dialogue Systems with Theoretical Guarantees,"Motivated by recent progress in graph learning, we develop DeepMix for anomaly detection. Our framework integrates denoising diffusion with a novel gating module that captures long-range dependencies. Results on large-scale datasets show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Ian Ivanov; Olga Wang; Percy Martin,2021,9,cs.CL,machine-translation,30,NAACL,3,False,transformer,OpenWebText,False
arxiv.202107.00874,Conformal Prediction using Mixture of Experts,"We present a comprehensive study of relation extraction in the context of graph learning. Through systematic experiments on challenging real-world datasets, we identify key factors that influence model performance and propose ScaleNet as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Jun Yamamoto; Marie Jones; Rahul Hinton; Xin Moore,2021,7,stat.ML,bayesian-methods,15,arXiv-only,4,False,cnn,proprietary,False
arxiv.202011.00717,End-to-End Text Generation with Vision Transformers,"Recent advances in deep learning have shown promising results for text generation. However, existing methods suffer from computational overhead. We address this by proposing MetaAdapt, which combines curriculum learning with denoising diffusion to overcome these challenges. Our experiments on challenging real-world datasets demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Fatima Moore; Matthew Wilson; Ross Rodriguez,2020,11,cs.CL,text-generation,16,ICLR,3,True,rnn,MNLI,False
arxiv.202106.01124,Face Recognition,"This paper presents DualPath, designed for efficient anomaly detection. By leveraging residual connections and energy-based models, our approach reduces computational cost by 51% while maintaining competitive performance on both synthetic and real-world data. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Dmitri Anderson; Luca Thomas; Michael Williams; Robert Vaswani; Zhi Huang,2021,6,cs.CV,image-generation,352,NeurIPS,5,False,other,ImageNet,False
arxiv.202203.01214,Prompt Engineering at Scale,"Motivated by recent progress in reinforcement learning, we develop DeepMix for speech recognition. Our framework integrates multi-head attention with a novel pooling module that captures local patterns. Results on challenging real-world datasets show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Ahmed Patel; Ming Zhu,2022,3,cs.CL,dialogue,4,ACL,2,False,transformer,The Pile,False
arxiv.202505.02906,Interpretable Click-Through Rate Prediction via Contrastive Learning,"Recent advances in computer vision have shown promising results for language understanding. However, existing methods suffer from catastrophic forgetting. We address this by proposing ContextFlow, which combines LoRA fine-tuning with LoRA fine-tuning to overcome these challenges. Our experiments on widely-used evaluation protocols demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Benjamin Girshick,2025,5,cs.IR,recommendation-systems,1,CVPR,1,True,transformer,Yelp Reviews,False
arxiv.202311.02137,Interpretable Image Super-Resolution using Knowledge Distillation,"We present a comprehensive study of graph classification in the context of foundation models. Through systematic experiments on multiple established benchmarks, we identify key factors that influence model performance and propose ProtoLearn as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Hao Popov; Maria Yamamoto; Neha Martin; Percy Zhang,2023,11,cs.CV,face-recognition,486,CVPR,4,True,bayesian,ImageNet,False
arxiv.202202.01269,Document Understanding with Graph Neural Networks,"This paper presents FlowMatch, designed for efficient graph classification. By leveraging data augmentation and mixture of experts, our approach reduces computational cost by 29% while maintaining competitive performance on competitive benchmarks. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Hiroshi Uszkoreit; Peng Chen; Qiang Huang; Thomas Chen; Thomas Li; Yoshua Wu,2022,2,cs.CL,sentiment-analysis,43,NAACL,6,True,diffusion,Common Crawl,False
arxiv.202502.02977,Unified Neural Architecture Search,"In this work, we tackle the problem of time series forecasting by introducing FlowMatch. The core idea is to use prompt tuning to learn robust representations that generalize across domains. We validate our approach on diverse evaluation suites and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Andrew Goodfellow; Hao Vinyals; Ilya Dupont; Yoshua Hinton,2025,2,cs.NE,neural-architecture-search,0,arXiv-only,4,True,transformer,CIFAR-10,False
arxiv.201906.00420,Scalable Collaborative Filtering via Prompt Tuning,"Recent advances in graph learning have shown promising results for machine translation. However, existing methods suffer from domain gap. We address this by proposing DeepReason, which combines multi-head attention with prompt tuning to overcome these challenges. Our experiments on challenging real-world datasets demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Anna Garcia; Chen Rodriguez; Feng Patel; Sofia Uszkoreit,2019,6,cs.IR,recommendation-systems,2,arXiv-only,4,True,gnn,AG News,False
arxiv.202312.02271,Constitutional AI using Attention Mechanisms,"We propose DeepMix, a novel approach to object detection. Our method leverages flow matching to achieve state-of-the-art results on competitive benchmarks. Experiments demonstrate improvements of 2.8% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Christopher Gao; Diego Liu; Fei Liang; Geoffrey Bianchi; Priya Wang; Yun Rodriguez; Zhi Bernard,2023,12,cs.AI,reasoning,88,arXiv-only,7,False,cnn,multiple,False
arxiv.202302.02074,RLHF via Prompt Tuning,"Motivated by recent progress in deep learning, we develop UniModel for machine translation. Our framework integrates knowledge distillation with a novel attention module that captures long-range dependencies. Results on diverse evaluation suites show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Carlos Li; Jakob Hassan; Maria Huang; Yun Ivanov,2023,2,cs.CL,question-answering,279,ICML,4,True,transformer,RedPajama,False
arxiv.202112.01070,Named Entity Recognition in Low-Resource Settings,"Motivated by recent progress in reinforcement learning, we develop DeepReason for robot manipulation. Our framework integrates multi-head attention with a novel gating module that captures temporal dynamics. Results on multiple established benchmarks show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Dmitri Johnson; James Zhang; Kaiming Kumar; Neha Wilson,2021,12,cs.CL,sentiment-analysis,34,CVPR,4,True,gnn,Common Crawl,False
arxiv.202510.03047,Unified Text Generation with Transformers,"Motivated by recent progress in transfer learning, we develop DiffuGen for anomaly detection. Our framework integrates attention mechanisms with a novel attention module that captures local patterns. Results on multiple established benchmarks show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Hiroshi Zhou; Omar Popov; Robert Gupta; Yann Petrov,2025,10,cs.CL,dialogue,20,arXiv-only,4,False,cnn,WikiText-103,False
arxiv.202103.00789,Variational Inference with Graph Neural Networks,"In this work, we tackle the problem of machine translation by introducing ProtoLearn. The core idea is to use variational inference to learn robust representations that generalize across domains. We validate our approach on competitive benchmarks and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Ashish Shah; James Zhou; Kaiming Dupont; Yun Ali,2021,3,stat.ML,density-estimation,5,arXiv-only,4,True,transformer,not specified,False
arxiv.202511.02905,Interpretable Document Understanding using Knowledge Distillation,"We propose SmartFuse, a novel approach to text generation. Our method leverages variational inference to achieve state-of-the-art results on challenging real-world datasets. Experiments demonstrate improvements of 2.5% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Takeshi Hinton; Thomas Gao; Yoshua Liang,2025,11,cs.CL,text-generation,21,EMNLP,3,False,diffusion,GLUE,False
arxiv.202002.00494,Memory-Augmented Scene Understanding at Scale,"We propose TransFormer++, a novel approach to recommendation. Our method leverages adversarial training to achieve state-of-the-art results on large-scale datasets. Experiments demonstrate improvements of 5.5% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Elena Watanabe; Hiroshi Singh; Percy Brown; Zhi Xu,2020,2,cs.CV,image-generation,219,ACL,4,False,transformer,ImageNet,False
arxiv.202310.02016,Multi-Task Language Modeling at Scale,"In this work, we tackle the problem of robot manipulation by introducing AutoScale. The core idea is to use self-supervised pre-training to learn robust representations that generalize across domains. We validate our approach on standard benchmarks and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",James Girshick; Yoshua Goodfellow,2023,10,cs.CL,sentiment-analysis,34,ICML,2,False,transformer,Common Crawl,False
arxiv.202509.02861,Adversarial Entity Linking via Reinforcement Learning,"In this work, we tackle the problem of robot manipulation by introducing ProtoLearn. The core idea is to use spectral normalization to learn robust representations that generalize across domains. We validate our approach on large-scale datasets and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Dario Wu; Li Ma; Marie Goodfellow; Ming Li; Sergey Amodei,2025,9,cs.IR,recommendation-systems,0,arXiv-only,5,True,diffusion,MovieLens,False
arxiv.202204.01598,Hyperparameter Optimization under Distribution Shift,"This paper presents SmartFuse, designed for efficient speech recognition. By leveraging data augmentation and attention mechanisms, our approach reduces computational cost by 45% while maintaining competitive performance on both synthetic and real-world data. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Aditya Gao; Jun Liang; Yoshua Goodfellow; Yun Shah,2022,4,cs.LG,automl,1,arXiv-only,4,True,diffusion,CIFAR-10,False
arxiv.202005.00592,Few-Shot Meta-Learning across Domains,"We study the problem of time series forecasting and propose GraphFormer, a scalable framework based on spectral normalization. Our key insight is that progressive training schedules significantly improve convergence. Extensive experiments on challenging real-world datasets show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Christopher Mueller; Kai Ren; Luca Jones; Rahul Ma; Ross Schmidt,2020,5,cs.LG,automl,4,arXiv-only,5,True,gnn,CIFAR-100,False
arxiv.202402.02348,Multi-Task Dialogue Systems with Transformers,"We study the problem of document retrieval and propose FastTune, a scalable framework based on spectral normalization. Our key insight is that task-specific adapters preserve pre-trained knowledge while enabling specialization. Extensive experiments on multiple established benchmarks show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Emily Taylor; Fei Li; Kaiming Shazeer,2024,2,cs.CL,machine-translation,0,arXiv-only,3,False,transformer,WikiText-103,False
arxiv.202011.00703,Autonomous Driving,"In this work, we tackle the problem of image synthesis by introducing CrossModal. The core idea is to use flow matching to learn robust representations that generalize across domains. We validate our approach on large-scale datasets and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Andrew Sun; Dmitri Huang; Feng Girshick; Maria Ali; Ming Liang; Robert Popov; Sergey Huang; Sergey Liang; Yuki Bengio,2020,11,cs.RO,manipulation,2,arXiv-only,9,True,reinforcement_learning,custom,False
arxiv.202406.02478,Interpretable Click-Through Rate Prediction with Theoretical Guarantees,"We present a comprehensive study of visual reasoning in the context of transfer learning. Through systematic experiments on competitive benchmarks, we identify key factors that influence model performance and propose DualPath as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Feng Suzuki; Li Shazeer; Li Wang; Tao Sutskever; Xin Dupont,2024,6,cs.IR,recommendation-systems,4,AAAI,5,True,transformer,Amazon Reviews,False
arxiv.202112.00924,Multi-Task AI Alignment using Mixture of Experts,"This paper presents EfficientAI, designed for efficient anomaly detection. By leveraging adversarial training and residual connections, our approach reduces computational cost by 63% while maintaining competitive performance on diverse evaluation suites. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Bo Li; Hao Ivanov; Peng Chen; Rahul Devlin; Takeshi Wu; Tao Bengio,2021,12,cs.AI,alignment,107,arXiv-only,6,True,other,not specified,False
arxiv.202309.02267,Search Ranking under Distribution Shift,"We study the problem of relation extraction and propose FastTune, a scalable framework based on residual connections. Our key insight is that sparse attention patterns can approximate dense attention with minimal loss. Extensive experiments on large-scale datasets show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Andrei Rodriguez,2023,9,cs.IR,search-ranking,6138,arXiv-only,1,True,transformer,Yelp Reviews,False
arxiv.202302.01732,Curriculum Language Modeling,"In this work, we tackle the problem of semantic segmentation by introducing UniModel. The core idea is to use graph convolutions to learn robust representations that generalize across domains. We validate our approach on both synthetic and real-world data and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Emily Moore; Xin Zhou,2023,2,cs.CL,text-generation,21,ICLR,2,False,gnn,RedPajama,False
arxiv.202401.02672,Constitutional AI using Knowledge Distillation,"Motivated by recent progress in deep learning, we develop FlexiLearn for recommendation. Our framework integrates multi-head attention with a novel fusion module that captures local patterns. Results on challenging real-world datasets show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Dmitri Liang; Li He; Ming Mueller; Zhi Rossi,2024,1,cs.AI,alignment,26,arXiv-only,4,True,reinforcement_learning,multiple,False
arxiv.202404.02499,Contrastive Variational Inference using Knowledge Distillation,"This paper introduces ProtoLearn for machine translation. Unlike prior work that relies on energy-based models, we design a variational inference framework that directly addresses poor generalization. Evaluation on large-scale datasets shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Carlos Ren; Dario Huang; Ilya Tanaka; Laura Patel,2024,4,stat.ML,density-estimation,19,ICLR,4,True,transformer,not specified,False
arxiv.202310.02205,Efficient Human-Robot Interaction with Pre-trained Models,"We study the problem of text generation and propose NeuralBridge, a scalable framework based on curriculum learning. Our key insight is that auxiliary objectives provide complementary learning signals. Extensive experiments on standard benchmarks show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Andrei Petrov; Jakob Johnson; Jun Uszkoreit,2023,10,cs.RO,human-robot-interaction,3,arXiv-only,3,False,other,custom,False
arxiv.202308.01788,Memory-Augmented Out-of-Distribution Detection with Vision Transformers,"In this work, we tackle the problem of robot manipulation by introducing EfficientAI. The core idea is to use adversarial training to learn robust representations that generalize across domains. We validate our approach on widely-used evaluation protocols and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Geoffrey Tanaka,2023,8,cs.LG,automl,21,ICLR,1,False,transformer,custom,False
arxiv.202307.02178,Rethinking Image Generation using Attention Mechanisms,"We present a comprehensive study of robot manipulation in the context of multimodal learning. Through systematic experiments on widely-used evaluation protocols, we identify key factors that influence model performance and propose FlexiLearn as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Hao Zhang; Jian Goodfellow; Noam Zhang; Peng Bernard; Percy Liang,2023,7,cs.CV,face-recognition,24,arXiv-only,5,False,transformer,ImageNet,False
arxiv.202105.01050,Planning under Uncertainty using Attention Mechanisms,"This paper presents ProtoLearn, designed for efficient image synthesis. By leveraging mixture of experts and adversarial training, our approach reduces computational cost by 57% while maintaining competitive performance on competitive benchmarks. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Daniel Girshick; Elena Ivanov; Feng Bernard; Kaiming Ren; Peng Goodfellow; Pierre Liu,2021,5,cs.AI,alignment,6,ICLR,6,True,reinforcement_learning,multiple,False
arxiv.202112.01179,Cross-Lingual Dense Retrieval,"We study the problem of semantic segmentation and propose ScaleNet, a scalable framework based on self-supervised pre-training. Our key insight is that task-specific adapters preserve pre-trained knowledge while enabling specialization. Extensive experiments on widely-used evaluation protocols show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Ahmed Gupta; Benjamin Hassan; Diego Rossi; Feng Kumar; Maria Bengio; Sofia Thomas,2021,12,cs.IR,recommendation-systems,1,arXiv-only,6,False,gnn,Natural Questions,False
arxiv.202308.01993,Out-of-Distribution Detection with Vision Transformers,"In this work, we tackle the problem of graph classification by introducing DeepReason. The core idea is to use graph convolutions to learn robust representations that generalize across domains. We validate our approach on challenging real-world datasets and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Andrei Hassan; Chen Rodriguez,2023,8,cs.LG,deep-learning,1,arXiv-only,2,False,transformer,CIFAR-100,False
arxiv.202209.01253,End-to-End Object Detection with Graph Neural Networks,"We study the problem of machine translation and propose TransFormer++, a scalable framework based on denoising diffusion. Our key insight is that architectural simplicity often outperforms complex designs when properly scaled. Extensive experiments on large-scale datasets show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Dario Hassan; Emily Tanaka; Jian Mueller; Laura Suzuki; Omar Yamamoto; Omar Yang,2022,9,cs.CV,3d-vision,37,CVPR,6,True,gnn,ShapeNet,False
arxiv.202209.01226,Multi-Task Multi-Agent Systems in Low-Resource Settings,"This paper introduces DeepReason for text generation. Unlike prior work that relies on adversarial training, we design a energy-based models framework that directly addresses domain gap. Evaluation on challenging real-world datasets shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Percy Yang; Pierre Xu; Takeshi Girshick; Yann Goodfellow; Yann LeCun,2022,9,cs.AI,reasoning,1,arXiv-only,5,False,diffusion,multiple,False
arxiv.202108.00845,Robust In-Context Learning with Limited Labels,"We study the problem of text generation and propose DualPath, a scalable framework based on curriculum learning. Our key insight is that architectural simplicity often outperforms complex designs when properly scaled. Extensive experiments on large-scale datasets show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Luca Uszkoreit; Marie Bianchi; Rahul Petrov; Yuki Rodriguez,2021,8,cs.CL,dialogue,13,arXiv-only,4,True,cnn,BookCorpus,False
arxiv.202311.02113,Contrastive Kernel Methods for Real-World Applications,"This paper introduces HyperNet for speech recognition. Unlike prior work that relies on attention mechanisms, we design a self-supervised pre-training framework that directly addresses catastrophic forgetting. Evaluation on competitive benchmarks shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Alex Martin; Elena LeCun,2023,11,stat.ML,density-estimation,19,ICML,2,True,transformer,custom,False
arxiv.201810.00132,Efficient General Intelligence using Large Language Models,"This paper presents DualPath, designed for efficient document retrieval. By leveraging contrastive learning and flow matching, our approach reduces computational cost by 40% while maintaining competitive performance on both synthetic and real-world data. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Ilya Mueller; Olga Gao; Ross Mueller; Yann Shazeer; Yoshua Gupta,2018,10,cs.AI,safety,3,arXiv-only,5,False,other,MuJoCo,False
arxiv.202111.01072,Cross-Lingual Click-Through Rate Prediction under Distribution Shift,"This paper presents EfficientAI, designed for efficient speech recognition. By leveraging energy-based models and residual connections, our approach reduces computational cost by 30% while maintaining competitive performance on competitive benchmarks. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Christopher Vinyals; Peng Ma; Xin Huang,2021,11,cs.IR,knowledge-graphs,4,EMNLP,3,False,reinforcement_learning,MS MARCO,False
arxiv.202112.01102,Federated Named Entity Recognition,"We propose SmartFuse, a novel approach to language understanding. Our method leverages adversarial training to achieve state-of-the-art results on large-scale datasets. Experiments demonstrate improvements of 5.5% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Alex Suzuki; Elena Zhou,2021,12,cs.CL,dialogue,123,NAACL,2,True,other,Common Crawl,False
arxiv.201810.00051,Prompt Engineering for Real-World Applications,"In this work, we tackle the problem of anomaly detection by introducing DualPath. The core idea is to use prompt tuning to learn robust representations that generalize across domains. We validate our approach on widely-used evaluation protocols and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Chen Martin; Kaiming Yang; Takeshi Goodfellow; Xin Gao; Xin Smith,2018,10,cs.CL,dialogue,127,CVPR,5,False,rnn,The Pile,False
arxiv.202008.00578,Graph-Based Automated Reasoning,"Motivated by recent progress in representation learning, we develop DenseFormer for text generation. Our framework integrates denoising diffusion with a novel pooling module that captures local patterns. Results on both synthetic and real-world data show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Marco Huang; Qiang Kumar; Siddharth Wilson; Thomas Wu; Yun Johnson,2020,8,cs.AI,safety,5,EMNLP,5,False,reinforcement_learning,not specified,False
arxiv.202407.02808,Semi-Supervised Knowledge Distillation via Reinforcement Learning,"Recent advances in natural language processing have shown promising results for speech recognition. However, existing methods suffer from data heterogeneity. We address this by proposing GraphFormer, which combines data augmentation with gradient checkpointing to overcome these challenges. Our experiments on standard benchmarks demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Li Patel; Matthew Ivanov; Sarah Devlin,2024,7,cs.LG,optimization,2,arXiv-only,3,False,gnn,custom,False
arxiv.202112.01004,Semi-Supervised Conformal Prediction for Real-World Applications,"Motivated by recent progress in natural language processing, we develop TransFormer++ for relation extraction. Our framework integrates gradient checkpointing with a novel fusion module that captures local patterns. Results on large-scale datasets show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Alex Devlin; Diego Vaswani; Fatima Sun; Jun Wu; Noam Shah,2021,12,stat.ML,kernel-methods,1,arXiv-only,5,False,transformer,Penn Treebank,False
arxiv.202310.02154,Bayesian Deep Learning with Pre-trained Models,"Recent advances in computer vision have shown promising results for visual reasoning. However, existing methods suffer from label scarcity. We address this by proposing MetaAdapt, which combines data augmentation with residual connections to overcome these challenges. Our experiments on large-scale datasets demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Ahmed LeCun; Michael Gao,2023,10,stat.ML,time-series,4,NeurIPS,2,False,transformer,Penn Treebank,False
